r  /  Angstrom,Cd Cd,Cd Se,Cd O,Se Se,Se O,O O
8.05,0.3376718445655276,0.45343960261735966,0.36747468399018796,0.5954644916815901,0.3935805825308385,0.31005808252374006
8.1,0.30153461610522375,0.4440048027521696,0.4011820796402704,0.49756522629532274,0.3906864401802563,0.2934882611513341
8.15,0.3136725037973342,0.43501908250293997,0.4169537015743475,0.35947497653398336,0.3959888909877355,0.2886899057271808
8.200000000000001,0.3015219721313797,0.43567020482593904,0.43315892679976514,0.29165880172574915,0.3977000476578888,0.27211915343753146
8.25,0.3088279924936235,0.42988449646266885,0.42389273964652946,0.21789511924477367,0.4012761539872511,0.263322028557258
8.3,0.27364325757811,0.41893047171082304,0.42576614571344895,0.18211254227235327,0.3872150723082023,0.23538775113608504
8.35,0.2611653988812447,0.3998570684642727,0.42532273377871765,0.1458160660632147,0.3636691523547142,0.21479500651179742
8.4,0.2684678229080773,0.3981276433982248,0.42774821818450665,0.13508835607653702,0.3359195184063864,0.18781026566394654
8.450000000000001,0.24914956380029485,0.38363844714527306,0.41820235553468044,0.15278240435221707,0.3193091864765733,0.1705296912798321
8.5,0.2382606649461426,0.37182112245773025,0.3980969043414667,0.17367599731860578,0.313808044052556,0.15811941918235584
8.55,0.22648863018197846,0.36805728586280806,0.396907781618984,0.2009484633618312,0.30201659206780285,0.14369894369335148
8.6,0.2115572445391635,0.3615908112423759,0.3708662131882451,0.21741373743173872,0.29431485288695447,0.1349603274984797
8.65,0.19887559862827486,0.3681978250044508,0.34250392152544523,0.2380803618123337,0.2812698112736171,0.11685047373547068
8.700000000000001,0.18191485884359487,0.36109041901153277,0.33258415027886806,0.2484890313234581,0.290960275246846,0.10643159624382896
8.75,0.1624241929945292,0.3659348595269396,0.31851884974065897,0.2667234868984402,0.29148173530724053,0.09557538033943257
8.8,0.14950901495314975,0.3790900807454621,0.3138839692808653,0.29200036224207515,0.29369722437779755,0.09440281275854594
8.85,0.13927590777997348,0.3814016896510881,0.3054955750335906,0.2652025478939008,0.30684351943655486,0.09922463483821146
8.9,0.14896942902942262,0.39011049889963045,0.3072111964919963,0.254922402478606,0.32566117995783017,0.09751804201883486
8.950000000000001,0.1536928583024924,0.40637433899453995,0.30829627212377303,0.2383061068835176,0.312552568445484,0.08560048029130432
9.0,0.16288173269832282,0.40155066634106834,0.28965774790800386,0.23376805350185198,0.32333984094888213,0.08131863943636052
9.05,0.18901781003233134,0.3881622320837475,0.29352550809160693,0.23267575621208517,0.3191833685660176,0.08016434369097114
9.1,0.2072225004216882,0.38312358240399885,0.2949983869146156,0.22544327844246992,0.3200245883875813,0.08237220078081856
9.15,0.22222036254133345,0.36224148056451616,0.298898996074603,0.21064747830506006,0.3046099758238543,0.07689885458868337
9.200000000000001,0.2421010857609319,0.34476628726497843,0.3063047049198168,0.21536838816943868,0.2971284523451239,0.07104330558644173
9.25,0.27258043764371237,0.3275426793788959,0.3020080602886975,0.22805242602682615,0.2842331882934925,0.06403892215204175
9.3,0.2908087447418794,0.3053361806063559,0.29649857390468015,0.21847462848142588,0.2710138631798384,0.06458759728627662
9.35,0.3089232318377248,0.29207670426632304,0.29726149814771274,0.2115524805880894,0.2606040208611165,0.06590816231078893
9.4,0.3033239555849538,0.2755737214426562,0.2903126949464973,0.21502704788489252,0.23630393140056435,0.061303755099962595
9.450000000000001,0.3231631754650804,0.2579612792992803,0.2848772609171933,0.20053139451357896,0.21541002868410442,0.05831948561856911
9.5,0.32411845611238155,0.24518356174829312,0.27751225863506046,0.21529483774378008,0.21644803750423558,0.05862485359081925
9.55,0.3158123830758536,0.24339173958670451,0.2890681635413618,0.22866310441479498,0.2098616649506429,0.05885167682199849
9.600000000000001,0.29797465567595255,0.23207026138296777,0.25977788114217426,0.23138001291535418,0.20605780997993153,0.06359368541994881
9.65,0.30443890819672176,0.22335835405660637,0.25394550187410286,0.2621563498364384,0.21422612748465483,0.05960672616181051
9.700000000000001,0.29962514858514516,0.21223928658730545,0.2382758597893106,0.2960661254379454,0.21255942812017956,0.057067055235376626
9.75,0.2737301372526504,0.20541730956360488,0.23208264698531517,0.34799588470089315,0.21894120241959747,0.058064535598068324
9.8,0.26025136240754715,0.19039931427574483,0.2336257115090191,0.3732456341118184,0.23890538620995835,0.07243873756587302
9.850000000000001,0.23403718501573992,0.18429532904027493,0.23308382510739645,0.39247771305368756,0.2479646898515488,0.08231427691449766
9.9,0.2233242122762589,0.18212768072906835,0.23086331388488274,0.42776406976682263,0.25840549464548673,0.08246674603559606
9.950000000000001,0.19949400133721484,0.17981411635952088,0.2367833421480411,0.41388074850254325,0.2672781026975747,0.0873918633406077
10.0,0.1861618513964444,0.17431091369435223,0.2349710282765598,0.41255228563368646,0.26806906589660645,0.09628774880378838
10.05,0.17433372218099075,0.1796268680206219,0.23741469745494906,0.4062938272467993,0.2641991515704468,0.11407255478326253
10.100000000000001,0.1640487513079964,0.18838235540978016,0.2379618942089898,0.37960300294375915,0.2646145489321311,0.1345903399469846
10.15,0.14616297406628823,0.19141538445409462,0.23383305931750595,0.37606064366163905,0.2491451303901134,0.15973621952585543
10.200000000000001,0.14679730199607252,0.1923468742799183,0.23460497825932736,0.352032364247721,0.23897836380851084,0.1746903383755102
10.25,0.14946549780684434,0.1955805031598614,0.23371725143688366,0.31634346976320354,0.22339226590622963,0.1991531538465855
10.3,0.14364276910764634,0.18653288120153855,0.22085635672049006,0.2705550413014449,0.21647038614260616,0.22269785553704446
10.350000000000001,0.1485412315369368,0.18223850608788347,0.21529393062599134,0.24165078195825845,0.21112958985941901,0.2444154082537084
10.4,0.14730651734461347,0.18636045522452388,0.20629226361602612,0.21476638259189157,0.21607317536344803,0.2739707484243583
10.450000000000001,0.1466153161447448,0.18877967482241406,0.19335952513223484,0.17538782539962994,0.21684548377373794,0.29784010742200334
10.5,0.15060740284630078,0.18813692070789725,0.18194379888521994,0.14600238115188463,0.21757885369702368,0.2953507881038429
10.55,0.16216308995667422,0.19329409875917258,0.17651598682529432,0.12808397853305756,0.2291442666556667,0.3138209819856422
10.600000000000001,0.17567032839987257,0.1970029553018037,0.1686521938402362,0.12633438068589609,0.23947035064591818,0.314787934466676
10.65,0.18268457006349656,0.19199935803231677,0.16073581336793902,0.1089886954760567,0.2488013182858583,0.33211068495347484
10.700000000000001,0.19649814863278414,0.1989130305405067,0.15394076521140687,0.09944492252642494,0.2620683241337027,0.325072761314209
10.75,0.2187208756057558,0.20689536333129027,0.15813782523771805,0.09523473511266035,0.27760590294568877,0.32592500656897105
10.8,0.22726099891265308,0.2087449612728885,0.15783571753387798,0.1023289818408571,0.29591815874161526,0.3253267325796672
10.850000000000001,0.23591723723467764,0.20953290566280805,0.16147198086265646,0.10520163038094592,0.3007182258715243,0.3199228934837439
10.9,0.2388983589759591,0.20802035588243606,0.17116614133565386,0.10599222598439365,0.3212275972475875,0.31170365001388717
10.950000000000001,0.25697658022897785,0.21170027731934088,0.18381041310765103,0.12004761325402652,0.3293545067029415,0.29571338460992647
11.0,0.2749777991348583,0.21504338471947596,0.19736445577176612,0.12380593078532712,0.3275596302564564,0.2725909988692895
11.05,0.28337888164056774,0.2165792732931045,0.2131358815078355,0.12714908255308874,0.3279174312159248,0.2802789417390363
11.100000000000001,0.2904265637205278,0.21623131772013252,0.22198700614878958,0.1300607285993952,0.3187708505601037,0.2618689740583225
11.15,0.2876251804255847,0.2212670081683836,0.23498775896110535,0.12829215983962056,0.30875136230774913,0.24724397578753898
11.200000000000001,0.2934655565532685,0.21023339713249992,0.2459839929896987,0.1295806027347107,0.2950041893522269,0.24221224952724155
11.25,0.2822620643891743,0.22276352152005688,0.25463689755313207,0.1386590681407926,0.2796205047495796,0.22590084602475505
11.3,0.28257739123559145,0.23046704252420733,0.26541550955366994,0.15006335500016726,0.27180964926463413,0.20813564717605995
11.350000000000001,0.2767719530871791,0.2299498740741595,0.2677239397335559,0.16097284794787262,0.2590057776496456,0.20702434033939568
11.4,0.25629519372148507,0.23097919809653997,0.2790689042770078,0.17939672591371517,0.23766314552402934,0.20127601511484905
11.450000000000001,0.24970446754332953,0.23376756267884066,0.2838738855616552,0.1950052455241964,0.22053958731665313,0.20161799077783257
11.5,0.23456429757891123,0.24262794277452582,0.2859199272247288,0.2279458567737281,0.20958178677011619,0.1847994042218313
11.55,0.21063747294384386,0.23782293657846348,0.28386389452673966,0.246190229261251,0.19439483217890596,0.17936202177625463
11.600000000000001,0.1927108193639247,0.2335051023355446,0.27479067153024345,0.2535471335427237,0.18197173766804622,0.17091916774593444
11.65,0.17716830518145318,0.23472021150036862,0.2639720120880329,0.2919514078900744,0.17402546697985627,0.16300899849084644
11.700000000000001,0.1751187358191254,0.2421892287619778,0.26139482141165415,0.3022242509162045,0.16740376218419417,0.16366146931434605
11.75,0.15278118396184343,0.23992805732934785,0.2494886018813286,0.32189564990146896,0.15600669302718634,0.1560205056296563
11.8,0.1403404135913119,0.2300549045784487,0.23433714016944954,0.33994075251464173,0.1481980431605384,0.15749449652749836
11.850000000000001,0.12899182592760478,0.22234431957861348,0.22982202284298991,0.34670457681334416,0.14218971534473418,0.17036600830334023
11.9,0.11813612839354926,0.21568945658298674,0.2159365180670216,0.337063015171548,0.13499133052228654,0.17554564146508078
11.950000000000001,0.11613308083026537,0.2111767304902578,0.208180949548014,0.3397188218767027,0.13364370050847774,0.18075746134245965
12.0,0.10991371439146759,0.21005575752975877,0.19546989662232805,0.3359651813964428,0.1399629661260844,0.1909530440559684
